Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
Accountant,Finance,Active,Moderate,85643,Bachelor,4,7312,9100,26,93,Mumbai,13
Graphic Designer,Media,Active,Moderate,68969,Bachelor,3,14844,11018,15,31,Pune,23
AI Engineer,Technology,Active,High,120834,Master,4,1188,1285,58,21,Delhi,31
Cybersecurity Analyst,Technology,Active,Moderate,98054,Bachelor,3,8901,10543,64,25,Noida,29
Graphic Designer,Media,Active,Moderate,57208,Bachelor,1,5052,7195,18,27,Hyderabad,40
Factory Worker,Manufacturing,Declining,High,50664,High School,3,3457,3412,0,87,Kolkata,72
Data Scientist,Technology,Active,High,122336,Master,3,13129,24863,55,33,Bengaluru,34
Nurse,Healthcare,Stable,Low,75243,Bachelor,7,6410,10249,42,1,Pune,29
Mechanical Engineer,Manufacturing,Stable,Moderate,91132,Bachelor,5,10574,8237,32,34,Pune,44
Cashier,Retail,Declining,Moderate,36293,High School,2,544,392,41,90,Mumbai,55
Graphic Designer,Media,Active,Moderate,67424,Bachelor,3,13141,15376,14,42,Jaipur,56
Cybersecurity Analyst,Technology,Active,Moderate,78736,Bachelor,3,3958,4434,96,30,Delhi,56
Cashier,Retail,Declining,Moderate,27559,High School,0,11646,12333,55,89,Jaipur,22
Accountant,Finance,Active,Moderate,80997,Bachelor,1,9197,6957,52,78,Kolkata,64
Research Scientist,Research,Active,Low,171414,Doctorate,8,9162,13599,56,11,Noida,69
Doctor,Healthcare,Stable,Low,174328,Doctorate,7,10530,15971,45,10,Hyderabad,51
Customer Support Executive,Services,Declining,Moderate,37237,Bachelor,1,13110,11568,20,74,Bengaluru,67
Graphic Designer,Media,Active,Moderate,61843,Bachelor,3,12281,14759,7,31,Noida,66
Teacher,Education,Stable,Low,57218,Master,4,5254,7178,21,26,Jaipur,38
Mechanical Engineer,Manufacturing,Stable,Moderate,86781,Bachelor,2,7978,11603,12,35,Bengaluru,50
Accountant,Finance,Active,Moderate,71934,Bachelor,2,5949,5429,32,69,Bengaluru,26
Customer Support Executive,Services,Declining,Moderate,45238,Bachelor,0,10155,10159,33,72,Mumbai,9
Graphic Designer,Media,Active,Moderate,58038,Bachelor,2,14091,11047,25,32,Kolkata,23
Research Scientist,Research,Active,Low,129745,Doctorate,6,8094,14949,0,19,Noida,46
Doctor,Healthcare,Stable,Low,176518,Doctorate,7,4283,3799,54,28,Pune,26
HR Manager,Corporate,Active,Moderate,76536,MBA,3,10181,12968,57,27,Hyderabad,75
Graphic Designer,Media,Active,Moderate,67776,Bachelor,2,4836,3792,41,37,Chennai,79
Research Scientist,Research,Active,Low,157841,Doctorate,8,11183,11366,27,5,Bengaluru,75
HR Manager,Corporate,Active,Moderate,84682,MBA,3,4259,6183,46,51,Noida,36
Accountant,Finance,Active,Moderate,77143,Bachelor,2,6968,4892,54,79,Chennai,51
Data Scientist,Technology,Active,High,81571,Master,2,9195,16064,88,6,Hyderabad,47
Data Scientist,Technology,Active,High,144631,Master,7,4133,4810,47,7,Ahmedabad,70
Cybersecurity Analyst,Technology,Active,Moderate,91830,Bachelor,4,7004,7187,70,33,Bengaluru,61
Customer Support Executive,Services,Declining,Moderate,38149,Bachelor,2,1282,1695,63,78,Mumbai,30
Mechanical Engineer,Manufacturing,Stable,Moderate,85214,Bachelor,5,13661,22222,27,32,Chennai,76
Teacher,Education,Stable,Low,50350,Master,4,13843,15104,0,27,Jaipur,63
Customer Support Executive,Services,Declining,Moderate,31787,Bachelor,2,767,804,39,88,Jaipur,29
HR Manager,Corporate,Active,Moderate,63512,MBA,3,12505,14284,40,33,Chennai,42
Mechanical Engineer,Manufacturing,Stable,Moderate,102511,Bachelor,6,10334,15088,16,45,Bengaluru,30
Graphic Designer,Media,Active,Moderate,60982,Bachelor,3,10005,15793,49,50,Hyderabad,10
Teacher,Education,Stable,Low,59089,Master,5,11334,10029,25,22,Jaipur,55
Accountant,Finance,Active,Moderate,74920,Bachelor,2,13274,14666,29,86,Mumbai,93
HR Manager,Corporate,Active,Moderate,81518,MBA,4,4347,4469,53,26,Kolkata,42
Teacher,Education,Stable,Low,40114,Master,2,12390,11871,39,28,Pune,51
AI Engineer,Technology,Active,High,136634,Master,4,9430,15859,85,23,Hyderabad,68
Data Scientist,Technology,Active,High,117197,Master,3,11724,17127,82,22,Kolkata,39
Software Engineer,Technology,Active,High,98402,Bachelor,4,5886,8526,39,35,Hyderabad,89
Graphic Designer,Media,Active,Moderate,57502,Bachelor,2,838,1046,40,41,Mumbai,28
AI Engineer,Technology,Active,High,126026,Master,5,12778,12573,79,12,Chennai,60
AI Engineer,Technology,Active,High,134347,Master,4,11271,22187,62,23,Chennai,13
Nurse,Healthcare,Stable,Low,89424,Bachelor,5,4712,3699,21,11,Kolkata,17
AI Engineer,Technology,Active,High,133154,Master,6,7486,13116,60,18,Hyderabad,51
Factory Worker,Manufacturing,Declining,High,49105,High School,3,3185,2779,13,84,Pune,49
Software Engineer,Technology,Active,High,141874,Bachelor,4,13035,9252,58,44,Chennai,42
Accountant,Finance,Active,Moderate,82777,Bachelor,5,9385,7166,52,65,Jaipur,42
Nurse,Healthcare,Stable,Low,81247,Bachelor,3,1623,1900,0,28,Mumbai,9
AI Engineer,Technology,Active,High,132016,Master,4,14806,29469,31,10,Mumbai,22
HR Manager,Corporate,Active,Moderate,82397,MBA,5,554,576,5,22,Hyderabad,43
Software Engineer,Technology,Active,High,105210,Bachelor,1,13257,15306,100,37,Chennai,32
AI Engineer,Technology,Active,High,129634,Master,3,2357,5050,74,21,Ahmedabad,42
Cashier,Retail,Declining,Moderate,32335,High School,0,2489,2628,50,90,Jaipur,20
Mechanical Engineer,Manufacturing,Stable,Moderate,86828,Bachelor,3,14183,12879,42,50,Jaipur,16
Graphic Designer,Media,Active,Moderate,82747,Bachelor,3,8868,11490,28,28,Mumbai,58
Graphic Designer,Media,Active,Moderate,74833,Bachelor,2,11444,17603,24,38,Noida,60
Accountant,Finance,Active,Moderate,71455,Bachelor,1,13369,9504,57,81,Mumbai,41
Cashier,Retail,Declining,Moderate,29996,High School,2,13426,13724,44,87,Mumbai,49
Cashier,Retail,Declining,Moderate,32859,High School,3,3390,2990,54,99,Kolkata,23
Mechanical Engineer,Manufacturing,Stable,Moderate,94132,Bachelor,2,3601,5758,33,37,Jaipur,23
Accountant,Finance,Active,Moderate,82368,Bachelor,1,12383,15336,32,71,Bengaluru,51
Research Scientist,Research,Active,Low,145130,Doctorate,5,10663,14061,13,21,Mumbai,59
Software Engineer,Technology,Active,High,112521,Bachelor,3,3158,2303,78,45,Delhi,85
Cashier,Retail,Declining,Moderate,32011,High School,1,3127,2467,53,98,Jaipur,42
HR Manager,Corporate,Active,Moderate,79667,MBA,5,11797,16261,20,21,Jaipur,5
Cybersecurity Analyst,Technology,Active,Moderate,79948,Bachelor,4,8342,7354,91,25,Pune,38
Data Scientist,Technology,Active,High,110026,Master,3,6073,6262,70,25,Kolkata,95
Mechanical Engineer,Manufacturing,Stable,Moderate,108855,Bachelor,4,12898,9773,25,47,Kolkata,42
Software Engineer,Technology,Active,High,100598,Bachelor,4,13726,18689,54,46,Jaipur,25
Mechanical Engineer,Manufacturing,Stable,Moderate,81709,Bachelor,3,13800,14216,60,33,Kolkata,22
Cybersecurity Analyst,Technology,Active,Moderate,101270,Bachelor,1,3244,4318,63,26,Hyderabad,65
Doctor,Healthcare,Stable,Low,166945,Doctorate,9,10944,8801,15,16,Ahmedabad,55
Mechanical Engineer,Manufacturing,Stable,Moderate,76216,Bachelor,4,10106,10413,29,50,Mumbai,47
Factory Worker,Manufacturing,Declining,High,44596,High School,3,4215,3012,44,83,Ahmedabad,8
Teacher,Education,Stable,Low,46575,Master,5,13129,14420,15,35,Ahmedabad,28
Customer Support Executive,Services,Declining,Moderate,47515,Bachelor,0,5779,6679,33,84,Pune,35
Cybersecurity Analyst,Technology,Active,Moderate,118048,Bachelor,6,1187,1968,72,19,Bengaluru,51
Graphic Designer,Media,Active,Moderate,64247,Bachelor,3,3581,3164,48,24,Bengaluru,70
Doctor,Healthcare,Stable,Low,202262,Doctorate,5,6323,13857,34,18,Bengaluru,43
Nurse,Healthcare,Stable,Low,92206,Bachelor,3,6603,9913,36,11,Pune,65
Customer Support Executive,Services,Declining,Moderate,46773,Bachelor,2,12783,16210,55,79,Bengaluru,81
Cashier,Retail,Declining,Moderate,28700,High School,0,14623,12928,50,99,Ahmedabad,76
Software Engineer,Technology,Active,High,111395,Bachelor,2,2696,3884,72,44,Mumbai,12
Doctor,Healthcare,Stable,Low,154057,Doctorate,7,9028,9247,53,4,Jaipur,33
Mechanical Engineer,Manufacturing,Stable,Moderate,90506,Bachelor,5,2408,3621,79,41,Noida,38
AI Engineer,Technology,Active,High,136441,Master,6,8256,12038,67,23,Ahmedabad,5
Teacher,Education,Stable,Low,57018,Master,1,9537,7708,8,24,Pune,48
Software Engineer,Technology,Active,High,103473,Bachelor,2,10739,8158,39,27,Bengaluru,46
Mechanical Engineer,Manufacturing,Stable,Moderate,100365,Bachelor,2,14184,17583,32,44,Pune,73
Cybersecurity Analyst,Technology,Active,Moderate,99589,Bachelor,5,5612,8802,54,27,Jaipur,65
HR Manager,Corporate,Active,Moderate,93814,MBA,8,7473,9472,52,22,Chennai,28
Data Scientist,Technology,Active,High,134375,Master,0,14568,24381,42,17,Mumbai,82
Data Scientist,Technology,Active,High,105903,Master,5,5418,5429,78,18,Delhi,20
Factory Worker,Manufacturing,Declining,High,47833,High School,0,4731,4256,48,85,Kolkata,51
AI Engineer,Technology,Active,High,131668,Master,0,5098,7299,52,8,Pune,28
HR Manager,Corporate,Active,Moderate,94698,MBA,6,7250,10840,41,35,Mumbai,26
Teacher,Education,Stable,Low,44785,Master,6,6460,6545,40,10,Mumbai,49
Graphic Designer,Media,Active,Moderate,66737,Bachelor,2,5552,8673,67,27,Chennai,93
Customer Support Executive,Services,Declining,Moderate,38595,Bachelor,2,872,706,42,82,Bengaluru,75
Accountant,Finance,Active,Moderate,64668,Bachelor,2,5869,8827,52,74,Delhi,62
Factory Worker,Manufacturing,Declining,High,44258,High School,0,2024,1529,45,90,Delhi,43
Research Scientist,Research,Active,Low,145349,Doctorate,5,9100,12394,45,5,Noida,37
Doctor,Healthcare,Stable,Low,183762,Doctorate,6,14452,34825,35,1,Mumbai,44
Cashier,Retail,Declining,Moderate,37136,High School,0,2357,2370,30,86,Mumbai,35
Accountant,Finance,Active,Moderate,65548,Bachelor,3,13082,14369,37,78,Pune,5
Cashier,Retail,Declining,Moderate,29867,High School,3,2527,2912,37,99,Delhi,55
Doctor,Healthcare,Stable,Low,160457,Doctorate,9,3978,9069,5,29,Noida,58
Mechanical Engineer,Manufacturing,Stable,Moderate,99116,Bachelor,5,1791,2176,55,48,Hyderabad,34
Data Scientist,Technology,Active,High,128901,Master,5,5030,7153,53,23,Chennai,26
HR Manager,Corporate,Active,Moderate,86993,MBA,2,12962,19853,22,53,Jaipur,49
Mechanical Engineer,Manufacturing,Stable,Moderate,97666,Bachelor,3,9368,15270,34,51,Mumbai,37
Mechanical Engineer,Manufacturing,Stable,Moderate,94689,Bachelor,3,12178,10735,17,44,Jaipur,17
Research Scientist,Research,Active,Low,157164,Doctorate,6,9959,9667,15,10,Jaipur,54
Accountant,Finance,Active,Moderate,70731,Bachelor,1,9549,10488,49,67,Chennai,42
Software Engineer,Technology,Active,High,106412,Bachelor,4,7113,9197,55,31,Bengaluru,72
Accountant,Finance,Active,Moderate,64455,Bachelor,2,14884,17980,1,67,Kolkata,26
Software Engineer,Technology,Active,High,106283,Bachelor,4,11278,12905,97,36,Pune,31
Accountant,Finance,Active,Moderate,81476,Bachelor,2,12642,14934,35,82,Bengaluru,49
AI Engineer,Technology,Active,High,144019,Master,4,1626,2947,51,28,Mumbai,70
Doctor,Healthcare,Stable,Low,159935,Doctorate,7,565,1329,36,16,Mumbai,49
Research Scientist,Research,Active,Low,151640,Doctorate,5,8314,14149,43,14,Bengaluru,48
Graphic Designer,Media,Active,Moderate,50039,Bachelor,1,13762,13364,11,42,Pune,25
Customer Support Executive,Services,Declining,Moderate,34517,Bachelor,2,9379,11105,18,74,Mumbai,31
Accountant,Finance,Active,Moderate,81092,Bachelor,0,3101,3883,40,70,Noida,36
Teacher,Education,Stable,Low,63457,Master,4,13510,11364,5,19,Hyderabad,41
Software Engineer,Technology,Active,High,91833,Bachelor,1,5973,10675,96,33,Delhi,58
AI Engineer,Technology,Active,High,128971,Master,2,11124,24430,59,21,Noida,7
Factory Worker,Manufacturing,Declining,High,48778,High School,0,14699,14722,0,98,Mumbai,63
Nurse,Healthcare,Stable,Low,75723,Bachelor,6,13807,11779,34,6,Bengaluru,66
Graphic Designer,Media,Active,Moderate,75385,Bachelor,2,4078,5158,43,33,Delhi,61
AI Engineer,Technology,Active,High,148179,Master,4,12589,19549,53,16,Jaipur,53
Cybersecurity Analyst,Technology,Active,Moderate,100142,Bachelor,4,7183,8701,52,26,Bengaluru,58
Nurse,Healthcare,Stable,Low,104468,Bachelor,1,9068,12445,30,8,Chennai,44
Doctor,Healthcare,Stable,Low,178369,Doctorate,7,13519,11098,72,4,Hyderabad,36
Graphic Designer,Media,Active,Moderate,80821,Bachelor,3,9471,9326,40,32,Hyderabad,37
Data Scientist,Technology,Active,High,135457,Master,2,7540,7509,67,14,Hyderabad,68
Doctor,Healthcare,Stable,Low,192410,Doctorate,8,11426,22881,0,2,Kolkata,55
Cybersecurity Analyst,Technology,Active,Moderate,86783,Bachelor,3,14017,19041,62,24,Jaipur,53
Accountant,Finance,Active,Moderate,64412,Bachelor,2,6140,4936,50,76,Delhi,63
Customer Support Executive,Services,Declining,Moderate,42964,Bachelor,0,10179,13805,54,77,Kolkata,76
Research Scientist,Research,Active,Low,128887,Doctorate,6,9975,16809,36,1,Chennai,68
Accountant,Finance,Active,Moderate,76270,Bachelor,2,4580,3952,67,88,Noida,56
HR Manager,Corporate,Active,Moderate,97555,MBA,6,2542,3387,62,13,Kolkata,37
Accountant,Finance,Active,Moderate,55364,Bachelor,0,11122,15660,25,84,Noida,5
Graphic Designer,Media,Active,Moderate,64309,Bachelor,1,523,724,70,19,Mumbai,29
Customer Support Executive,Services,Declining,Moderate,47406,Bachelor,0,10178,11273,30,85,Hyderabad,75
Factory Worker,Manufacturing,Declining,High,39693,High School,0,4644,3695,33,83,Delhi,53
Doctor,Healthcare,Stable,Low,161172,Doctorate,8,3520,7914,48,7,Noida,45
Software Engineer,Technology,Active,High,111128,Bachelor,2,11494,11210,62,33,Hyderabad,62
AI Engineer,Technology,Active,High,167509,Master,8,12150,16286,72,1,Bengaluru,71
Cybersecurity Analyst,Technology,Active,Moderate,97289,Bachelor,3,4595,5144,79,27,Bengaluru,46
Factory Worker,Manufacturing,Declining,High,37710,High School,2,1682,2003,41,85,Kolkata,41
AI Engineer,Technology,Active,High,133267,Master,5,4073,4841,64,12,Chennai,35
Software Engineer,Technology,Active,High,111682,Bachelor,5,9913,14088,78,30,Bengaluru,58
Nurse,Healthcare,Stable,Low,87046,Bachelor,3,3943,7005,58,12,Mumbai,19
HR Manager,Corporate,Active,Moderate,83013,MBA,2,11906,13673,32,29,Bengaluru,38
Customer Support Executive,Services,Declining,Moderate,48720,Bachelor,4,2252,2908,7,81,Pune,72
Cybersecurity Analyst,Technology,Active,Moderate,89739,Bachelor,3,7824,7628,81,37,Delhi,14
AI Engineer,Technology,Active,High,144042,Master,4,12367,27404,85,10,Mumbai,24
HR Manager,Corporate,Active,Moderate,93874,MBA,4,6541,9497,0,34,Pune,61
Customer Support Executive,Services,Declining,Moderate,35385,Bachelor,3,6705,8171,10,84,Jaipur,45
Nurse,Healthcare,Stable,Low,91593,Bachelor,4,5006,9575,61,13,Ahmedabad,24
Nurse,Healthcare,Stable,Low,82710,Bachelor,1,3802,6715,79,1,Delhi,46
Cybersecurity Analyst,Technology,Active,Moderate,96831,Bachelor,5,6876,6577,54,17,Pune,16
Cybersecurity Analyst,Technology,Active,Moderate,105309,Bachelor,4,14753,25557,72,49,Hyderabad,65
Graphic Designer,Media,Active,Moderate,74605,Bachelor,5,8510,9719,38,18,Chennai,24
Customer Support Executive,Services,Declining,Moderate,36793,Bachelor,2,1301,1306,49,92,Chennai,5
Data Scientist,Technology,Active,High,148214,Master,5,7599,13960,92,14,Ahmedabad,52
AI Engineer,Technology,Active,High,127324,Master,5,1506,1958,89,12,Bengaluru,53
Factory Worker,Manufacturing,Declining,High,39125,High School,4,8016,8720,39,92,Jaipur,39
Accountant,Finance,Active,Moderate,71586,Bachelor,6,3839,4512,54,72,Kolkata,46
Software Engineer,Technology,Active,High,105294,Bachelor,1,14939,21417,62,33,Chennai,67
AI Engineer,Technology,Active,High,127759,Master,3,5143,11423,55,18,Chennai,32
AI Engineer,Technology,Active,High,126009,Master,3,7482,5791,99,20,Bengaluru,37
Graphic Designer,Media,Active,Moderate,69393,Bachelor,4,13372,10389,36,43,Jaipur,58
Software Engineer,Technology,Active,High,109875,Bachelor,3,10108,16673,66,33,Ahmedabad,35
Cashier,Retail,Declining,Moderate,35980,High School,1,5467,5000,23,90,Hyderabad,48
Graphic Designer,Media,Active,Moderate,63659,Bachelor,2,3791,3956,51,19,Chennai,31
HR Manager,Corporate,Active,Moderate,81299,MBA,6,8312,12707,62,30,Kolkata,35
Accountant,Finance,Active,Moderate,77455,Bachelor,4,3128,3529,64,59,Ahmedabad,39
Cybersecurity Analyst,Technology,Active,Moderate,100428,Bachelor,1,7678,5634,73,34,Delhi,32
Data Scientist,Technology,Active,High,123649,Master,3,13296,21058,70,21,Hyderabad,34
Nurse,Healthcare,Stable,Low,102467,Bachelor,2,8461,7446,29,8,Kolkata,17
Cybersecurity Analyst,Technology,Active,Moderate,88823,Bachelor,3,9539,13746,59,33,Jaipur,46
Nurse,Healthcare,Stable,Low,65696,Bachelor,2,2870,4597,66,1,Mumbai,44
Accountant,Finance,Active,Moderate,75663,Bachelor,5,12316,17001,34,69,Pune,45
Teacher,Education,Stable,Low,54714,Master,5,4674,4456,12,16,Mumbai,28
Accountant,Finance,Active,Moderate,80355,Bachelor,5,14623,19620,41,77,Jaipur,49
Mechanical Engineer,Manufacturing,Stable,Moderate,107808,Bachelor,4,5582,8355,36,41,Kolkata,41
Data Scientist,Technology,Active,High,98602,Master,3,1531,1703,70,23,Noida,35
Research Scientist,Research,Active,Low,145574,Doctorate,7,2255,2171,5,4,Hyderabad,59
Research Scientist,Research,Active,Low,118750,Doctorate,6,5133,7576,12,6,Chennai,34
Mechanical Engineer,Manufacturing,Stable,Moderate,99262,Bachelor,4,4502,3214,85,38,Jaipur,42
HR Manager,Corporate,Active,Moderate,98061,MBA,6,10553,16135,44,24,Noida,34
Mechanical Engineer,Manufacturing,Stable,Moderate,97485,Bachelor,2,9182,11223,29,40,Delhi,16
Nurse,Healthcare,Stable,Low,75767,Bachelor,4,8643,10876,43,8,Jaipur,47
Data Scientist,Technology,Active,High,113596,Master,4,2942,4790,38,25,Bengaluru,31
Cashier,Retail,Declining,Moderate,29158,High School,1,13090,12663,34,99,Jaipur,36
Customer Support Executive,Services,Declining,Moderate,29390,Bachelor,1,9805,7821,59,85,Pune,52
Data Scientist,Technology,Active,High,126819,Master,1,8381,9617,41,17,Hyderabad,26
AI Engineer,Technology,Active,High,135106,Master,4,2277,4584,58,12,Chennai,69
Factory Worker,Manufacturing,Declining,High,45688,High School,3,13020,13465,26,94,Kolkata,37
Accountant,Finance,Active,Moderate,82058,Bachelor,5,11903,13731,18,66,Chennai,41
Doctor,Healthcare,Stable,Low,173627,Doctorate,7,3768,3385,33,15,Kolkata,23
Nurse,Healthcare,Stable,Low,85952,Bachelor,1,14293,19442,41,21,Noida,48
Doctor,Healthcare,Stable,Low,195253,Doctorate,7,9740,19073,29,1,Pune,30
Software Engineer,Technology,Active,High,94040,Bachelor,4,6724,12041,100,25,Ahmedabad,65
Doctor,Healthcare,Stable,Low,182163,Doctorate,5,3715,8441,69,7,Hyderabad,38
Cashier,Retail,Declining,Moderate,34619,High School,0,1250,883,12,99,Pune,34
Cashier,Retail,Declining,Moderate,25813,High School,1,8223,9295,15,88,Hyderabad,59
Teacher,Education,Stable,Low,68740,Master,5,5962,7175,52,31,Ahmedabad,41
Cybersecurity Analyst,Technology,Active,Moderate,114687,Bachelor,1,7558,8242,29,16,Jaipur,60
Data Scientist,Technology,Active,High,107261,Master,4,11800,19882,77,31,Mumbai,29
Software Engineer,Technology,Active,High,131871,Bachelor,3,9759,14672,72,25,Delhi,56
Cybersecurity Analyst,Technology,Active,Moderate,77858,Bachelor,3,7229,8927,68,27,Bengaluru,19
Cybersecurity Analyst,Technology,Active,Moderate,84916,Bachelor,5,8152,12859,64,26,Kolkata,19
Teacher,Education,Stable,Low,54972,Master,7,12601,17440,69,33,Mumbai,38
Software Engineer,Technology,Active,High,113658,Bachelor,1,11656,11803,72,37,Jaipur,19
Graphic Designer,Media,Active,Moderate,60809,Bachelor,3,12270,10683,24,29,Delhi,29
Cybersecurity Analyst,Technology,Active,Moderate,79252,Bachelor,3,12591,14093,52,37,Hyderabad,50
Cybersecurity Analyst,Technology,Active,Moderate,99788,Bachelor,1,6576,7167,55,21,Mumbai,55
Data Scientist,Technology,Active,High,135484,Master,2,4701,5649,63,18,Bengaluru,69
Research Scientist,Research,Active,Low,124798,Doctorate,6,10125,16139,46,7,Kolkata,19
Software Engineer,Technology,Active,High,130976,Bachelor,0,5094,4429,84,35,Noida,54
Research Scientist,Research,Active,Low,131743,Doctorate,5,7870,6035,49,1,Hyderabad,35
Software Engineer,Technology,Active,High,123945,Bachelor,2,6083,4920,70,44,Hyderabad,48
Doctor,Healthcare,Stable,Low,176501,Doctorate,6,2446,5984,20,13,Mumbai,47
Mechanical Engineer,Manufacturing,Stable,Moderate,89247,Bachelor,3,4601,4856,8,27,Noida,43
Teacher,Education,Stable,Low,47404,Master,6,12729,15041,11,19,Hyderabad,78
Data Scientist,Technology,Active,High,118456,Master,6,8298,16327,78,29,Chennai,32
Teacher,Education,Stable,Low,55756,Master,7,3236,4390,46,40,Bengaluru,16
