Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
Accountant,Finance,Stable,Moderate,69802.0,Bachelor,2,15236,13861,25.0,64.0,Hyderabad,27.0
Cybersecurity Analyst,Technology,Stable,Moderate,102078.0,Bachelor,1,9449,8908,85.0,23.0,Delhi,51.0
AI Engineer,Technology,Active,High,146689.0,Master,5,12631,15970,58.0,21.0,Kolkata,50.0
AI Engineer,Technology,Active,High,147201.0,Master,7,8565,12375,67.0,18.0,Ahmedabad,51.0
AI Engineer,Technology,Active,High,143735.0,Master,7,8179,10269,94.0,13.0,Ahmedabad,85.0
Graphic Designer,Media,Active,Moderate,71386.0,Bachelor,4,6790,8116,30.0,44.0,Delhi,19.0
Nurse,Healthcare,Stable,Low,87483.0,Bachelor,3,7812,7151,42.0,12.0,Mumbai,41.0
Data Scientist,Technology,Active,High,135191.0,Master,3,8637,10372,55.0,27.0,Hyderabad,27.0
Research Scientist,Research,Active,Low,130373.0,Doctorate,10,16451,22228,48.0,10.0,Bengaluru,53.0
Data Scientist,Technology,Active,High,129794.0,Master,3,11229,13229,75.0,20.0,Delhi,28.0
Graphic Designer,Media,Active,Moderate,68049.0,Bachelor,2,7803,12122,87.0,28.0,Chennai,34.0
Data Scientist,Technology,Active,High,120266.0,Master,4,7698,12266,80.0,23.0,Ahmedabad,32.0
Data Scientist,Technology,Active,High,129184.0,Master,5,9752,13566,73.0,10.0,Hyderabad,34.0
Cybersecurity Analyst,Technology,Stable,Moderate,104135.0,Bachelor,3,8642,10113,59.0,29.0,Hyderabad,55.0
Graphic Designer,Media,Active,Moderate,65498.0,Bachelor,3,5056,6911,21.0,52.0,Noida,62.0
Cashier,Retail,Declining,High,34999.0,High School,0,7899,7273,78.0,79.0,Noida,51.0
Doctor,Healthcare,Stable,Low,175207.0,Doctorate,5,13030,14285,39.0,21.0,Kolkata,36.0
Graphic Designer,Media,Active,Moderate,65660.0,Bachelor,2,3703,4204,42.0,40.0,Delhi,51.0
Nurse,Healthcare,Stable,Low,83921.0,Bachelor,5,16953,18762,50.0,11.0,Noida,72.0
Graphic Designer,Media,Active,Moderate,56995.0,Bachelor,2,1414,1730,42.0,44.0,Chennai,42.0
Accountant,Finance,Stable,Moderate,65484.0,Bachelor,4,8180,9393,31.0,74.0,Ahmedabad,50.0
Software Engineer,Technology,Active,Moderate,99680.0,Bachelor,3,13179,15386,83.0,24.0,Mumbai,40.0
Accountant,Finance,Stable,Moderate,72728.0,Bachelor,4,14794,14203,28.0,64.0,Jaipur,52.0
Graphic Designer,Media,Active,Moderate,62138.0,Bachelor,1,13636,21050,21.0,26.0,Noida,65.0
Data Scientist,Technology,Active,High,147328.0,Master,6,13653,18726,56.0,17.0,Chennai,36.0
Nurse,Healthcare,Stable,Low,89055.0,Bachelor,5,12683,13387,22.0,17.0,Chennai,31.0
Doctor,Healthcare,Stable,Low,181526.0,Doctorate,6,5721,5230,50.0,13.0,Mumbai,45.0
Nurse,Healthcare,Stable,Low,99682.0,Bachelor,3,17038,17009,60.0,15.0,Noida,71.0
Cybersecurity Analyst,Technology,Stable,Moderate,87092.0,Bachelor,3,16190,16103,62.0,22.0,Jaipur,46.0
Graphic Designer,Media,Active,Moderate,63293.0,Bachelor,4,6155,8278,23.0,41.0,Kolkata,27.0
Doctor,Healthcare,Stable,Low,148905.0,Doctorate,7,1986,2057,16.0,1.0,Pune,39.0
Cybersecurity Analyst,Technology,Stable,Moderate,87995.0,Bachelor,4,5766,5392,76.0,33.0,Ahmedabad,50.0
Cybersecurity Analyst,Technology,Stable,Moderate,105535.0,Bachelor,6,15046,17021,88.0,26.0,Noida,33.0
Cashier,Retail,Declining,High,34337.0,High School,0,12883,9349,53.0,93.0,Jaipur,58.0
Cybersecurity Analyst,Technology,Stable,Moderate,105553.0,Bachelor,6,9620,10384,79.0,28.0,Delhi,56.0
Cashier,Retail,Declining,High,31022.0,High School,4,7992,7334,26.0,90.0,Jaipur,44.0
Data Scientist,Technology,Active,High,137003.0,Master,1,8240,12247,86.0,30.0,Jaipur,44.0
Accountant,Finance,Stable,Moderate,77670.0,Bachelor,3,16359,18585,45.0,73.0,Noida,69.0
Cybersecurity Analyst,Technology,Stable,Moderate,110074.0,Bachelor,2,7921,9490,74.0,21.0,Mumbai,39.0
Research Scientist,Research,Active,Low,144625.0,Doctorate,8,13199,14587,30.0,19.0,Bengaluru,48.0
Cybersecurity Analyst,Technology,Stable,Moderate,97083.0,Bachelor,3,6406,7558,35.0,25.0,Mumbai,66.0
Factory Worker,Manufacturing,Declining,High,40219.0,High School,2,17705,16031,39.0,91.0,Pune,40.0
Factory Worker,Manufacturing,Declining,High,51939.0,High School,2,14782,12669,4.0,90.0,Pune,58.0
Nurse,Healthcare,Stable,Low,92869.0,Bachelor,6,3644,3892,33.0,10.0,Bengaluru,37.0
AI Engineer,Technology,Active,High,145294.0,Master,4,11866,14880,76.0,18.0,Bengaluru,43.0
Teacher,Education,Stable,Low,55390.0,Master,4,15283,15337,23.0,19.0,Kolkata,35.0
Research Scientist,Research,Active,Low,174259.0,Doctorate,7,14264,15698,46.0,8.0,Bengaluru,48.0
Teacher,Education,Stable,Low,59767.0,Master,3,15999,15276,36.0,18.0,Hyderabad,67.0
Doctor,Healthcare,Stable,Low,152459.0,Doctorate,6,17194,17700,26.0,14.0,Kolkata,44.0
Accountant,Finance,Stable,Moderate,77825.0,Bachelor,4,4067,4762,21.0,69.0,Chennai,39.0
Factory Worker,Manufacturing,Declining,High,49835.0,High School,2,15043,12275,30.0,85.0,Hyderabad,45.0
AI Engineer,Technology,Active,High,130289.0,Master,3,12743,17373,89.0,17.0,Jaipur,56.0
Software Engineer,Technology,Active,Moderate,99189.0,Bachelor,0,1031,1429,71.0,34.0,Hyderabad,41.0
Cashier,Retail,Declining,High,33292.0,High School,1,11975,10113,52.0,98.0,Delhi,50.0
Doctor,Healthcare,Stable,Low,203205.0,Doctorate,8,5804,6565,11.0,1.0,Ahmedabad,43.0
Teacher,Education,Stable,Low,57037.0,Master,2,6534,6492,33.0,8.0,Delhi,37.0
Software Engineer,Technology,Active,Moderate,101390.0,Bachelor,0,11657,14065,67.0,44.0,Pune,50.0
Factory Worker,Manufacturing,Declining,High,46193.0,High School,2,14121,9706,8.0,95.0,Hyderabad,64.0
Graphic Designer,Media,Active,Moderate,62742.0,Bachelor,5,15475,17659,36.0,46.0,Chennai,34.0
Cybersecurity Analyst,Technology,Stable,Moderate,92386.0,Bachelor,4,14586,13629,86.0,34.0,Hyderabad,26.0
Factory Worker,Manufacturing,Declining,High,38058.0,High School,1,9426,8815,36.0,87.0,Jaipur,56.0
Nurse,Healthcare,Stable,Low,95355.0,Bachelor,5,10470,11119,49.0,13.0,Bengaluru,72.0
Cybersecurity Analyst,Technology,Stable,Moderate,93204.0,Bachelor,6,12398,14597,68.0,34.0,Pune,26.0
Research Scientist,Research,Active,Low,143013.0,Doctorate,4,10371,11849,54.0,11.0,Kolkata,26.0
Nurse,Healthcare,Stable,Low,107874.0,Bachelor,6,15269,16683,32.0,12.0,Pune,35.0
Cybersecurity Analyst,Technology,Stable,Moderate,90663.0,Bachelor,3,3440,3266,46.0,32.0,Ahmedabad,37.0
Data Scientist,Technology,Active,High,129014.0,Master,3,17827,20175,87.0,16.0,Ahmedabad,51.0
Cybersecurity Analyst,Technology,Stable,Moderate,91480.0,Bachelor,3,2026,1845,59.0,20.0,Bengaluru,47.0
AI Engineer,Technology,Active,High,135980.0,Master,9,3983,4911,78.0,11.0,Bengaluru,55.0
Graphic Designer,Media,Active,Moderate,56383.0,Bachelor,1,5799,7521,22.0,43.0,Ahmedabad,37.0
Cybersecurity Analyst,Technology,Stable,Moderate,102016.0,Bachelor,4,13457,16113,58.0,29.0,Kolkata,32.0
Cybersecurity Analyst,Technology,Stable,Moderate,90578.0,Bachelor,2,6496,6761,62.0,21.0,Pune,49.0
Research Scientist,Research,Active,Low,140492.0,Doctorate,7,13796,18764,10.0,11.0,Ahmedabad,45.0
Cybersecurity Analyst,Technology,Stable,Moderate,92101.0,Bachelor,8,7091,7512,74.0,33.0,Delhi,21.0
Research Scientist,Research,Active,Low,143309.0,Doctorate,5,7701,11222,51.0,6.0,Chennai,18.0
Cashier,Retail,Declining,High,31004.0,High School,1,15811,10309,3.0,95.0,Chennai,50.0
Factory Worker,Manufacturing,Declining,High,39692.0,High School,2,8006,7052,38.0,89.0,Jaipur,5.0
Software Engineer,Technology,Active,Moderate,98292.0,Bachelor,0,14961,16976,74.0,33.0,Kolkata,38.0
Data Scientist,Technology,Active,High,127941.0,Master,5,4146,5369,72.0,10.0,Jaipur,22.0
Software Engineer,Technology,Active,Moderate,97909.0,Bachelor,3,2093,2919,67.0,21.0,Jaipur,62.0
Data Scientist,Technology,Active,High,139907.0,Master,3,10907,15919,89.0,24.0,Noida,44.0
Cashier,Retail,Declining,High,31360.0,High School,0,15116,9815,38.0,91.0,Kolkata,61.0
Research Scientist,Research,Active,Low,155687.0,Doctorate,7,1750,1983,44.0,21.0,Ahmedabad,24.0
Cybersecurity Analyst,Technology,Stable,Moderate,102260.0,Bachelor,5,6054,6558,69.0,19.0,Kolkata,57.0
Doctor,Healthcare,Stable,Low,160033.0,Doctorate,8,10968,9937,22.0,8.0,Ahmedabad,55.0
Cashier,Retail,Declining,High,28927.0,High School,0,7478,6555,31.0,91.0,Ahmedabad,74.0
Cashier,Retail,Declining,High,25009.0,High School,0,12711,10434,30.0,99.0,Jaipur,36.0
Nurse,Healthcare,Stable,Low,85484.0,Bachelor,3,10155,9185,40.0,17.0,Mumbai,37.0
Accountant,Finance,Stable,Moderate,69663.0,Bachelor,4,15114,14499,17.0,62.0,Bengaluru,67.0
Factory Worker,Manufacturing,Declining,High,47247.0,High School,2,1760,1138,16.0,98.0,Jaipur,24.0
Cybersecurity Analyst,Technology,Stable,Moderate,94857.0,Bachelor,5,17241,19834,82.0,27.0,Mumbai,43.0
Teacher,Education,Stable,Low,57585.0,Master,2,10589,11715,27.0,19.0,Pune,46.0
Graphic Designer,Media,Active,Moderate,68787.0,Bachelor,2,4520,5592,42.0,37.0,Bengaluru,40.0
Doctor,Healthcare,Stable,Low,186618.0,Doctorate,7,12471,11975,53.0,8.0,Ahmedabad,20.0
Cybersecurity Analyst,Technology,Stable,Moderate,96179.0,Bachelor,4,9909,9810,81.0,34.0,Kolkata,33.0
Teacher,Education,Stable,Low,49899.0,Master,5,10835,11308,30.0,19.0,Chennai,48.0
Accountant,Finance,Stable,Moderate,76060.0,Bachelor,5,7992,9312,25.0,68.0,Hyderabad,52.0
Cashier,Retail,Declining,High,30022.0,High School,2,15433,12256,22.0,82.0,Noida,79.0
Data Scientist,Technology,Active,High,144774.0,Master,3,11668,14703,68.0,21.0,Delhi,32.0
Cashier,Retail,Declining,High,31877.0,High School,2,1982,1541,32.0,96.0,Pune,73.0
Teacher,Education,Stable,Low,57309.0,Master,6,15311,17829,16.0,38.0,Pune,43.0
Software Engineer,Technology,Active,Moderate,111156.0,Bachelor,2,7271,8626,74.0,44.0,Ahmedabad,43.0
Cashier,Retail,Declining,High,30001.0,High School,5,10926,7932,37.0,91.0,Ahmedabad,28.0
Accountant,Finance,Stable,Moderate,74815.0,Bachelor,3,3967,3764,38.0,66.0,Jaipur,41.0
Cashier,Retail,Declining,High,27261.0,High School,0,17464,11699,48.0,74.0,Hyderabad,38.0
Accountant,Finance,Stable,Moderate,62485.0,Bachelor,2,9960,10798,22.0,74.0,Hyderabad,55.0
Doctor,Healthcare,Stable,Low,216109.0,Doctorate,6,12624,14060,16.0,1.0,Bengaluru,95.0
Factory Worker,Manufacturing,Declining,High,46492.0,High School,0,14214,12081,30.0,79.0,Noida,43.0
Nurse,Healthcare,Stable,Low,73863.0,Bachelor,6,8022,7671,7.0,3.0,Noida,46.0
Data Scientist,Technology,Active,High,139249.0,Master,4,13945,18338,19.0,25.0,Delhi,45.0
Research Scientist,Research,Active,Low,171108.0,Doctorate,6,11596,16131,52.0,15.0,Bengaluru,44.0
AI Engineer,Technology,Active,High,147550.0,Master,4,8855,12233,69.0,14.0,Bengaluru,34.0
Cashier,Retail,Declining,High,26059.0,High School,0,13777,11081,60.0,99.0,Chennai,65.0
Teacher,Education,Stable,Low,55629.0,Master,4,6419,7303,49.0,22.0,Chennai,62.0
Cybersecurity Analyst,Technology,Stable,Moderate,95752.0,Bachelor,2,10770,11481,65.0,31.0,Hyderabad,42.0
Nurse,Healthcare,Stable,Low,83173.0,Bachelor,1,9229,10681,49.0,11.0,Noida,28.0
Teacher,Education,Stable,Low,72205.0,Master,3,11812,13612,31.0,23.0,Delhi,45.0
Software Engineer,Technology,Active,Moderate,117359.0,Bachelor,4,7116,9052,58.0,43.0,Mumbai,45.0
Graphic Designer,Media,Active,Moderate,59881.0,Bachelor,5,12654,18271,56.0,35.0,Kolkata,28.0
Data Scientist,Technology,Active,High,141432.0,Master,3,8704,12798,60.0,14.0,Noida,49.0
Accountant,Finance,Stable,Moderate,63606.0,Bachelor,0,3080,3581,35.0,62.0,Bengaluru,54.0
Cashier,Retail,Declining,High,34587.0,High School,1,2474,1961,50.0,99.0,Hyderabad,45.0
Nurse,Healthcare,Stable,Low,77687.0,Bachelor,4,11169,12162,42.0,24.0,Kolkata,31.0
Factory Worker,Manufacturing,Declining,High,44626.0,High School,3,10526,8971,19.0,99.0,Kolkata,51.0
Teacher,Education,Stable,Low,80745.0,Master,5,1022,1120,31.0,23.0,Chennai,36.0
Factory Worker,Manufacturing,Declining,High,38416.0,High School,2,2920,2583,26.0,87.0,Hyderabad,58.0
Accountant,Finance,Stable,Moderate,69384.0,Bachelor,3,14184,15495,40.0,65.0,Chennai,45.0
Accountant,Finance,Stable,Moderate,60261.0,Bachelor,4,10050,9045,21.0,63.0,Ahmedabad,47.0
Teacher,Education,Stable,Low,55675.0,Master,4,5014,5301,43.0,22.0,Mumbai,42.0
Teacher,Education,Stable,Low,61666.0,Master,4,3656,3813,26.0,22.0,Delhi,51.0
AI Engineer,Technology,Active,High,149062.0,Master,4,4794,5407,72.0,15.0,Pune,29.0
Data Scientist,Technology,Active,High,124630.0,Master,2,8790,13412,31.0,17.0,Jaipur,46.0
Graphic Designer,Media,Active,Moderate,69295.0,Bachelor,1,14273,22034,41.0,43.0,Pune,75.0
Nurse,Healthcare,Stable,Low,76961.0,Bachelor,8,14394,14186,15.0,9.0,Noida,43.0
Research Scientist,Research,Active,Low,147915.0,Doctorate,7,3298,3726,14.0,12.0,Jaipur,25.0
Graphic Designer,Media,Active,Moderate,74187.0,Bachelor,2,2455,3669,28.0,37.0,Bengaluru,34.0
Doctor,Healthcare,Stable,Low,196266.0,Doctorate,10,5018,5785,53.0,16.0,Pune,58.0
Cashier,Retail,Declining,High,33016.0,High School,0,8261,5707,30.0,99.0,Hyderabad,62.0
Cybersecurity Analyst,Technology,Stable,Moderate,95253.0,Bachelor,4,13216,15039,60.0,29.0,Delhi,74.0
Cashier,Retail,Declining,High,40768.0,High School,0,14630,13869,70.0,99.0,Kolkata,41.0
Data Scientist,Technology,Active,High,138003.0,Master,3,4290,6059,84.0,29.0,Hyderabad,25.0
Cashier,Retail,Declining,High,33692.0,High School,3,11282,9855,12.0,93.0,Pune,37.0
Research Scientist,Research,Active,Low,131457.0,Doctorate,10,1010,1470,36.0,20.0,Bengaluru,38.0
AI Engineer,Technology,Active,High,137263.0,Master,4,12099,14308,66.0,23.0,Ahmedabad,51.0
Cybersecurity Analyst,Technology,Stable,Moderate,94262.0,Bachelor,2,17995,21115,100.0,29.0,Bengaluru,46.0
Software Engineer,Technology,Active,Moderate,111766.0,Bachelor,1,2021,2917,72.0,36.0,Mumbai,66.0
AI Engineer,Technology,Active,High,133518.0,Master,5,10643,14149,71.0,13.0,Pune,55.0
Accountant,Finance,Stable,Moderate,74504.0,Bachelor,3,4102,4381,37.0,57.0,Noida,36.0
Software Engineer,Technology,Active,Moderate,115212.0,Bachelor,0,13280,21193,76.0,33.0,Noida,63.0
Data Scientist,Technology,Active,High,113578.0,Master,2,13608,18933,42.0,25.0,Mumbai,5.0
Factory Worker,Manufacturing,Declining,High,46838.0,High School,3,10673,7251,4.0,83.0,Jaipur,66.0
Factory Worker,Manufacturing,Declining,High,44929.0,High School,4,4798,3993,37.0,82.0,Hyderabad,22.0
Teacher,Education,Stable,Low,72414.0,Master,4,13244,15805,3.0,27.0,Bengaluru,63.0
Nurse,Healthcare,Stable,Low,81496.0,Bachelor,3,12011,13044,23.0,8.0,Mumbai,47.0
Factory Worker,Manufacturing,Declining,High,41360.0,High School,2,4109,2723,51.0,75.0,Jaipur,48.0
Cybersecurity Analyst,Technology,Stable,Moderate,74392.0,Bachelor,4,14493,16243,84.0,32.0,Noida,52.0
Accountant,Finance,Stable,Moderate,68708.0,Bachelor,2,3670,4381,33.0,72.0,Noida,23.0
Teacher,Education,Stable,Low,59010.0,Master,5,17136,19333,26.0,23.0,Mumbai,47.0
Accountant,Finance,Stable,Moderate,81659.0,Bachelor,3,1255,1371,45.0,63.0,Noida,44.0
Data Scientist,Technology,Active,High,136031.0,Master,2,11197,15224,63.0,23.0,Jaipur,14.0
AI Engineer,Technology,Active,High,174178.0,Master,4,7684,11566,67.0,28.0,Delhi,50.0
Cashier,Retail,Declining,High,31179.0,High School,1,12981,8411,38.0,99.0,Bengaluru,23.0
Accountant,Finance,Stable,Moderate,67458.0,Bachelor,6,4323,4472,26.0,61.0,Jaipur,56.0
Teacher,Education,Stable,Low,54120.0,Master,5,3743,4016,40.0,24.0,Delhi,54.0
Factory Worker,Manufacturing,Declining,High,39084.0,High School,0,8209,5605,47.0,96.0,Hyderabad,70.0
AI Engineer,Technology,Active,High,148312.0,Master,2,3432,4109,66.0,20.0,Hyderabad,52.0
Doctor,Healthcare,Stable,Low,172286.0,Doctorate,7,12567,13916,53.0,6.0,Delhi,57.0
AI Engineer,Technology,Active,High,144314.0,Master,5,2379,3578,39.0,26.0,Jaipur,21.0
Doctor,Healthcare,Stable,Low,202049.0,Doctorate,9,2354,2140,41.0,5.0,Bengaluru,31.0
Cybersecurity Analyst,Technology,Stable,Moderate,85490.0,Bachelor,1,16663,16438,85.0,28.0,Mumbai,57.0
Accountant,Finance,Stable,Moderate,77212.0,Bachelor,4,17253,19735,31.0,60.0,Pune,46.0
Cashier,Retail,Declining,High,35745.0,High School,0,12428,7888,6.0,80.0,Kolkata,29.0
AI Engineer,Technology,Active,High,142118.0,Master,5,15711,22774,74.0,24.0,Chennai,53.0
Cashier,Retail,Declining,High,34712.0,High School,0,1226,858,17.0,85.0,Kolkata,44.0
Teacher,Education,Stable,Low,59119.0,Master,4,4480,4875,36.0,6.0,Mumbai,21.0
Research Scientist,Research,Active,Low,157500.0,Doctorate,7,6941,10582,36.0,8.0,Kolkata,36.0
Research Scientist,Research,Active,Low,162166.0,Doctorate,8,5302,8354,31.0,12.0,Bengaluru,51.0
Graphic Designer,Media,Active,Moderate,70442.0,Bachelor,2,8521,13511,46.0,42.0,Bengaluru,52.0
Teacher,Education,Stable,Low,55828.0,Master,6,13143,14498,28.0,10.0,Mumbai,36.0
Teacher,Education,Stable,Low,70965.0,Master,4,11420,10884,44.0,22.0,Ahmedabad,22.0
Graphic Designer,Media,Active,Moderate,65215.0,Bachelor,1,4057,6086,44.0,45.0,Delhi,51.0
Software Engineer,Technology,Active,Moderate,113207.0,Bachelor,0,4862,5984,65.0,37.0,Noida,38.0
Teacher,Education,Stable,Low,68599.0,Master,3,2575,2592,40.0,17.0,Mumbai,57.0
Cashier,Retail,Declining,High,29825.0,High School,0,3682,2445,22.0,85.0,Mumbai,57.0
Graphic Designer,Media,Active,Moderate,60891.0,Bachelor,0,5317,6061,33.0,42.0,Hyderabad,50.0
Graphic Designer,Media,Active,Moderate,64591.0,Bachelor,4,8263,9923,13.0,41.0,Hyderabad,36.0
Data Scientist,Technology,Active,High,151997.0,Master,3,6967,9629,79.0,14.0,Pune,40.0
Nurse,Healthcare,Stable,Low,80518.0,Bachelor,2,17645,17730,60.0,18.0,Ahmedabad,52.0
Factory Worker,Manufacturing,Declining,High,43601.0,High School,3,5445,4698,42.0,74.0,Bengaluru,55.0
Teacher,Education,Stable,Low,59574.0,Master,5,5936,5590,20.0,27.0,Hyderabad,42.0
Software Engineer,Technology,Active,Moderate,129782.0,Bachelor,3,10322,15425,49.0,31.0,Pune,34.0
Factory Worker,Manufacturing,Declining,High,43236.0,High School,3,15105,9635,32.0,99.0,Noida,32.0
Graphic Designer,Media,Active,Moderate,70746.0,Bachelor,3,17544,20166,44.0,32.0,Jaipur,61.0
Software Engineer,Technology,Active,Moderate,101466.0,Bachelor,1,1660,2030,49.0,35.0,Jaipur,36.0
Research Scientist,Research,Active,Low,156326.0,Doctorate,7,13678,18497,46.0,19.0,Mumbai,54.0
Factory Worker,Manufacturing,Declining,High,39266.0,High School,2,14256,12746,35.0,84.0,Noida,34.0
Data Scientist,Technology,Active,High,160976.0,Master,5,10443,15567,100.0,9.0,Pune,41.0
Data Scientist,Technology,Active,High,130936.0,Master,2,12264,15226,60.0,25.0,Delhi,48.0
Software Engineer,Technology,Active,Moderate,90228.0,Bachelor,3,3133,4027,71.0,37.0,Delhi,19.0
Data Scientist,Technology,Active,High,126867.0,Master,4,8115,9608,76.0,15.0,Kolkata,61.0
Data Scientist,Technology,Active,High,121044.0,Master,4,5012,5762,45.0,25.0,Kolkata,35.0
Doctor,Healthcare,Stable,Low,184067.0,Doctorate,5,4382,4039,36.0,23.0,Noida,60.0
Data Scientist,Technology,Active,High,145135.0,Master,1,9295,12892,54.0,22.0,Chennai,60.0
Research Scientist,Research,Active,Low,122042.0,Doctorate,6,14338,16191,38.0,1.0,Bengaluru,44.0
Cashier,Retail,Declining,High,26837.0,High School,0,3469,2578,30.0,88.0,Jaipur,66.0
Accountant,Finance,Stable,Moderate,62802.0,Bachelor,3,4349,4141,36.0,65.0,Chennai,38.0
Data Scientist,Technology,Active,High,129338.0,Master,5,8736,12380,59.0,4.0,Chennai,36.0
Teacher,Education,Stable,Low,64771.0,Master,4,11671,13801,42.0,18.0,Chennai,70.0
Doctor,Healthcare,Stable,Low,182057.0,Doctorate,6,12547,14053,43.0,1.0,Bengaluru,73.0
Teacher,Education,Stable,Low,61335.0,Master,6,1378,1621,24.0,6.0,Jaipur,38.0
Graphic Designer,Media,Active,Moderate,68249.0,Bachelor,5,11892,13981,33.0,43.0,Noida,59.0
Data Scientist,Technology,Active,High,137896.0,Master,4,14564,19633,63.0,13.0,Delhi,24.0
Research Scientist,Research,Active,Low,157188.0,Doctorate,5,15966,24921,26.0,14.0,Chennai,54.0
Nurse,Healthcare,Stable,Low,75832.0,Bachelor,1,14053,14039,25.0,1.0,Kolkata,54.0
Factory Worker,Manufacturing,Declining,High,42984.0,High School,2,8223,5977,41.0,80.0,Jaipur,70.0
Graphic Designer,Media,Active,Moderate,57053.0,Bachelor,0,12415,16034,27.0,56.0,Jaipur,37.0
Graphic Designer,Media,Active,Moderate,66864.0,Bachelor,4,2331,2932,64.0,38.0,Ahmedabad,40.0
Doctor,Healthcare,Stable,Low,195629.0,Doctorate,7,5641,6211,17.0,14.0,Jaipur,19.0
Doctor,Healthcare,Stable,Low,203488.0,Doctorate,6,3561,3875,35.0,11.0,Chennai,33.0
AI Engineer,Technology,Active,High,159581.0,Master,5,1526,2375,68.0,19.0,Chennai,55.0
Factory Worker,Manufacturing,Declining,High,37623.0,High School,3,12766,9093,29.0,93.0,Ahmedabad,64.0
Graphic Designer,Media,Active,Moderate,68883.0,Bachelor,2,15518,18515,44.0,56.0,Kolkata,41.0
AI Engineer,Technology,Active,High,162201.0,Master,5,11361,14088,83.0,13.0,Hyderabad,48.0
Graphic Designer,Media,Active,Moderate,65156.0,Bachelor,2,10425,13955,54.0,39.0,Ahmedabad,42.0
Teacher,Education,Stable,Low,67516.0,Master,4,13797,13263,51.0,12.0,Jaipur,38.0
Software Engineer,Technology,Active,Moderate,123732.0,Bachelor,3,12317,17597,50.0,38.0,Hyderabad,57.0
Data Scientist,Technology,Active,High,132173.0,Master,5,4136,6188,68.0,17.0,Kolkata,32.0
Doctor,Healthcare,Stable,Low,174910.0,Doctorate,10,17232,15693,60.0,17.0,Delhi,45.0
Cashier,Retail,Declining,High,26464.0,High School,1,14135,9518,52.0,92.0,Mumbai,45.0
Accountant,Finance,Stable,Moderate,70332.0,Bachelor,2,10617,11405,35.0,52.0,Kolkata,35.0
Cashier,Retail,Declining,High,35608.0,High School,4,11491,8864,31.0,99.0,Jaipur,64.0
Data Scientist,Technology,Active,High,127182.0,Master,5,5415,6838,67.0,21.0,Kolkata,59.0
AI Engineer,Technology,Active,High,136645.0,Master,4,15614,23291,72.0,8.0,Kolkata,73.0
Software Engineer,Technology,Active,Moderate,105376.0,Bachelor,4,4963,6439,75.0,42.0,Kolkata,53.0
Teacher,Education,Stable,Low,59898.0,Master,5,5492,6316,38.0,23.0,Noida,58.0
Teacher,Education,Stable,Low,69709.0,Master,5,15266,14260,32.0,14.0,Bengaluru,30.0
Cybersecurity Analyst,Technology,Stable,Moderate,95860.0,Bachelor,3,11107,12457,91.0,36.0,Jaipur,47.0
Cashier,Retail,Declining,High,38405.0,High School,0,5177,3917,50.0,86.0,Chennai,79.0
Teacher,Education,Stable,Low,70853.0,Master,4,14535,13439,19.0,19.0,Ahmedabad,31.0
Graphic Designer,Media,Active,Moderate,69926.0,Bachelor,2,2506,3180,55.0,38.0,Mumbai,32.0
Teacher,Education,Stable,Low,63004.0,Master,6,13110,12277,12.0,22.0,Kolkata,48.0
AI Engineer,Technology,Active,High,150221.0,Master,6,17306,19451,47.0,1.0,Ahmedabad,43.0
Graphic Designer,Media,Active,Moderate,61584.0,Bachelor,4,10678,16280,38.0,46.0,Bengaluru,58.0
